"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Portsmouth city, VA"	"51740"	"2005"	"2005"	21	98069	21.4
	"Portsmouth city, VA"	"51740"	"2006"	"2006"	17	99213	Unreliable
	"Portsmouth city, VA"	"51740"	"2007"	"2007"	16	97831	Unreliable
	"Portsmouth city, VA"	"51740"	"2008"	"2008"	13	95802	Unreliable
	"Portsmouth city, VA"	"51740"	"2009"	"2009"	15	95384	Unreliable
	"Portsmouth city, VA"	"51740"	"2010"	"2010"	13	95535	Unreliable
	"Portsmouth city, VA"	"51740"	"2011"	"2011"	15	95684	Unreliable
	"Portsmouth city, VA"	"51740"	"2012"	"2012"	12	96470	Unreliable
	"Portsmouth city, VA"	"51740"	"2014"	"2014"	13	96004	Unreliable
	"Portsmouth city, VA"	"51740"	"2015"	"2015"	20	96201	20.8
	"Portsmouth city, VA"	"51740"	"2016"	"2016"	16	95252	Unreliable
	"Richmond city, VA"	"51760"	"1999"	"1999"	68	199145	34.1
	"Richmond city, VA"	"51760"	"2000"	"2000"	64	197790	32.4
	"Richmond city, VA"	"51760"	"2001"	"2001"	60	197575	30.4
	"Richmond city, VA"	"51760"	"2002"	"2002"	74	197513	37.5
	"Richmond city, VA"	"51760"	"2003"	"2003"	86	197306	43.6
	"Richmond city, VA"	"51760"	"2004"	"2004"	73	196878	37.1
	"Richmond city, VA"	"51760"	"2005"	"2005"	79	197465	40.0
	"Richmond city, VA"	"51760"	"2006"	"2006"	68	198618	34.2
	"Richmond city, VA"	"51760"	"2007"	"2007"	63	200201	31.5
	"Richmond city, VA"	"51760"	"2008"	"2008"	36	202254	17.8
	"Richmond city, VA"	"51760"	"2009"	"2009"	28	203678	13.7
	"Richmond city, VA"	"51760"	"2010"	"2010"	39	204214	19.1
	"Richmond city, VA"	"51760"	"2011"	"2011"	36	205533	17.5
	"Richmond city, VA"	"51760"	"2012"	"2012"	36	210309	17.1
	"Richmond city, VA"	"51760"	"2013"	"2013"	32	214114	14.9
	"Richmond city, VA"	"51760"	"2014"	"2014"	32	217853	14.7
	"Richmond city, VA"	"51760"	"2015"	"2015"	38	220289	17.3
	"Richmond city, VA"	"51760"	"2016"	"2016"	48	223170	21.5
	"Roanoke city, VA"	"51770"	"2001"	"2001"	10	94931	Unreliable
	"Roanoke city, VA"	"51770"	"2002"	"2002"	12	93956	Unreliable
	"Roanoke city, VA"	"51770"	"2003"	"2003"	13	93716	Unreliable
	"Roanoke city, VA"	"51770"	"2005"	"2005"	15	93932	Unreliable
	"Roanoke city, VA"	"51770"	"2006"	"2006"	12	94247	Unreliable
	"Roanoke city, VA"	"51770"	"2008"	"2008"	10	95813	Unreliable
	"Roanoke city, VA"	"51770"	"2009"	"2009"	10	97023	Unreliable
	"Roanoke city, VA"	"51770"	"2013"	"2013"	13	98465	Unreliable
	"Roanoke city, VA"	"51770"	"2015"	"2015"	11	99897	Unreliable
	"Roanoke city, VA"	"51770"	"2016"	"2016"	10	99660	Unreliable
	"Virginia Beach city, VA"	"51810"	"1999"	"1999"	16	422369	Unreliable
	"Virginia Beach city, VA"	"51810"	"2000"	"2000"	17	425257	Unreliable
	"Virginia Beach city, VA"	"51810"	"2001"	"2001"	15	428396	Unreliable
	"Virginia Beach city, VA"	"51810"	"2003"	"2003"	30	431600	7.0
	"Virginia Beach city, VA"	"51810"	"2004"	"2004"	20	437494	4.6
	"Virginia Beach city, VA"	"51810"	"2005"	"2005"	23	436210	5.3
	"Virginia Beach city, VA"	"51810"	"2006"	"2006"	21	437739	4.8
	"Virginia Beach city, VA"	"51810"	"2007"	"2007"	16	434732	Unreliable
	"Virginia Beach city, VA"	"51810"	"2008"	"2008"	21	433331	4.8
	"Virginia Beach city, VA"	"51810"	"2009"	"2009"	16	435004	Unreliable
	"Virginia Beach city, VA"	"51810"	"2010"	"2010"	17	437994	Unreliable
	"Virginia Beach city, VA"	"51810"	"2011"	"2011"	15	442707	Unreliable
	"Virginia Beach city, VA"	"51810"	"2012"	"2012"	21	447021	4.7
	"Virginia Beach city, VA"	"51810"	"2013"	"2013"	22	448479	4.9
	"Virginia Beach city, VA"	"51810"	"2014"	"2014"	16	450980	Unreliable
	"Virginia Beach city, VA"	"51810"	"2015"	"2015"	14	452745	Unreliable
	"Virginia Beach city, VA"	"51810"	"2016"	"2016"	19	452602	Unreliable
	"Benton County, WA"	"53005"	"2005"	"2005"	10	157726	Unreliable
	"Benton County, WA"	"53005"	"2013"	"2013"	10	184486	Unreliable
	"Clark County, WA"	"53011"	"2000"	"2000"	10	345238	Unreliable
	"Clark County, WA"	"53011"	"2001"	"2001"	13	357211	Unreliable
	"Clark County, WA"	"53011"	"2004"	"2004"	15	384931	Unreliable
	"Clark County, WA"	"53011"	"2005"	"2005"	17	394277	Unreliable
	"Clark County, WA"	"53011"	"2007"	"2007"	15	408820	Unreliable
	"Clark County, WA"	"53011"	"2011"	"2011"	13	433418	Unreliable
	"Clark County, WA"	"53011"	"2012"	"2012"	13	438287	Unreliable
	"Clark County, WA"	"53011"	"2014"	"2014"	15	451008	Unreliable
	"Clark County, WA"	"53011"	"2016"	"2016"	11	467018	Unreliable
	"Grant County, WA"	"53025"	"2009"	"2009"	10	87340	Unreliable
	"King County, WA"	"53033"	"1999"	"1999"	78	1729058	4.5
	"King County, WA"	"53033"	"2000"	"2000"	58	1737034	3.3
	"King County, WA"	"53033"	"2001"	"2001"	61	1754090	3.5
	"King County, WA"	"53033"	"2002"	"2002"	75	1758685	4.3
	"King County, WA"	"53033"	"2003"	"2003"	77	1763440	4.4
	"King County, WA"	"53033"	"2004"	"2004"	66	1775297	3.7
	"King County, WA"	"53033"	"2005"	"2005"	61	1795268	3.4
	"King County, WA"	"53033"	"2006"	"2006"	73	1822967	4.0
	"King County, WA"	"53033"	"2007"	"2007"	68	1847986	3.7
	"King County, WA"	"53033"	"2008"	"2008"	72	1875020	3.8
	"King County, WA"	"53033"	"2009"	"2009"	43	1912012	2.2
	"King County, WA"	"53033"	"2010"	"2010"	47	1931249	2.4
	"King County, WA"	"53033"	"2011"	"2011"	35	1969722	1.8
	"King County, WA"	"53033"	"2012"	"2012"	59	2007440	2.9
	"King County, WA"	"53033"	"2013"	"2013"	54	2044449	2.6
	"King County, WA"	"53033"	"2014"	"2014"	53	2079967	2.5
	"King County, WA"	"53033"	"2015"	"2015"	58	2117125	2.7
	"King County, WA"	"53033"	"2016"	"2016"	51	2149970	2.4
	"Kitsap County, WA"	"53035"	"2005"	"2005"	10	239806	Unreliable
	"Kitsap County, WA"	"53035"	"2015"	"2015"	10	260131	Unreliable
	"Pierce County, WA"	"53053"	"1999"	"1999"	24	692662	3.5
	"Pierce County, WA"	"53053"	"2000"	"2000"	34	700820	4.9
	"Pierce County, WA"	"53053"	"2001"	"2001"	34	716447	4.7
	"Pierce County, WA"	"53053"	"2002"	"2002"	34	728091	4.7
	"Pierce County, WA"	"53053"	"2003"	"2003"	34	733969	4.6
	"Pierce County, WA"	"53053"	"2004"	"2004"	38	740137	5.1
	"Pierce County, WA"	"53053"	"2005"	"2005"	32	748148	4.3
	"Pierce County, WA"	"53053"	"2006"	"2006"	33	763408	4.3
	"Pierce County, WA"	"53053"	"2007"	"2007"	32	772484	4.1
	"Pierce County, WA"	"53053"	"2008"	"2008"	34	785400	4.3
	"Pierce County, WA"	"53053"	"2009"	"2009"	29	796483	3.6
	"Pierce County, WA"	"53053"	"2010"	"2010"	20	795225	2.5
	"Pierce County, WA"	"53053"	"2011"	"2011"	28	807904	3.5
	"Pierce County, WA"	"53053"	"2012"	"2012"	40	811681	4.9
	"Pierce County, WA"	"53053"	"2013"	"2013"	23	819743	2.8
	"Pierce County, WA"	"53053"	"2014"	"2014"	31	831928	3.7
	"Pierce County, WA"	"53053"	"2015"	"2015"	38	843954	4.5
	"Pierce County, WA"	"53053"	"2016"	"2016"	36	861312	4.2
	"Skagit County, WA"	"53057"	"2008"	"2008"	10	115808	Unreliable
	"Snohomish County, WA"	"53061"	"1999"	"1999"	11	597931	Unreliable
	"Snohomish County, WA"	"53061"	"2000"	"2000"	16	606024	Unreliable
	"Snohomish County, WA"	"53061"	"2001"	"2001"	15	622390	Unreliable
	"Snohomish County, WA"	"53061"	"2002"	"2002"	11	631526	Unreliable
	"Snohomish County, WA"	"53061"	"2003"	"2003"	16	635612	Unreliable
	"Snohomish County, WA"	"53061"	"2004"	"2004"	17	643533	Unreliable
	"Snohomish County, WA"	"53061"	"2005"	"2005"	17	654849	Unreliable
	"Snohomish County, WA"	"53061"	"2006"	"2006"	13	670706	Unreliable
	"Snohomish County, WA"	"53061"	"2007"	"2007"	19	683997	Unreliable
	"Snohomish County, WA"	"53061"	"2008"	"2008"	11	694622	Unreliable
	"Snohomish County, WA"	"53061"	"2009"	"2009"	20	706302	2.8
	"Snohomish County, WA"	"53061"	"2010"	"2010"	12	713335	Unreliable
	"Snohomish County, WA"	"53061"	"2012"	"2012"	15	733036	Unreliable
	"Snohomish County, WA"	"53061"	"2013"	"2013"	16	745913	Unreliable
	"Snohomish County, WA"	"53061"	"2014"	"2014"	15	759583	Unreliable
	"Snohomish County, WA"	"53061"	"2015"	"2015"	17	772501	Unreliable
	"Snohomish County, WA"	"53061"	"2016"	"2016"	20	787620	2.5
	"Spokane County, WA"	"53063"	"1999"	"1999"	16	415426	Unreliable
	"Spokane County, WA"	"53063"	"2000"	"2000"	11	417939	Unreliable
	"Spokane County, WA"	"53063"	"2001"	"2001"	15	422922	Unreliable
	"Spokane County, WA"	"53063"	"2002"	"2002"	23	427107	5.4
	"Spokane County, WA"	"53063"	"2003"	"2003"	18	430710	Unreliable
	"Spokane County, WA"	"53063"	"2004"	"2004"	14	435268	Unreliable
	"Spokane County, WA"	"53063"	"2005"	"2005"	14	440439	Unreliable
	"Spokane County, WA"	"53063"	"2006"	"2006"	16	447517	Unreliable
	"Spokane County, WA"	"53063"	"2007"	"2007"	14	456150	Unreliable
	"Spokane County, WA"	"53063"	"2008"	"2008"	20	462263	4.3
	"Spokane County, WA"	"53063"	"2009"	"2009"	13	468235	Unreliable
	"Spokane County, WA"	"53063"	"2010"	"2010"	10	471221	Unreliable
	"Spokane County, WA"	"53063"	"2012"	"2012"	17	475735	Unreliable
	"Spokane County, WA"	"53063"	"2013"	"2013"	23	479398	4.8
	"Spokane County, WA"	"53063"	"2014"	"2014"	19	484318	Unreliable
	"Spokane County, WA"	"53063"	"2015"	"2015"	17	490945	Unreliable
	"Spokane County, WA"	"53063"	"2016"	"2016"	17	499072	Unreliable
	"Yakima County, WA"	"53077"	"1999"	"1999"	15	221573	Unreliable
	"Yakima County, WA"	"53077"	"2000"	"2000"	12	222581	Unreliable
	"Yakima County, WA"	"53077"	"2001"	"2001"	10	222757	Unreliable
	"Yakima County, WA"	"53077"	"2002"	"2002"	12	223402	Unreliable
	"Yakima County, WA"	"53077"	"2003"	"2003"	14	225161	Unreliable
	"Yakima County, WA"	"53077"	"2004"	"2004"	13	227280	Unreliable
	"Yakima County, WA"	"53077"	"2005"	"2005"	18	228570	Unreliable
	"Yakima County, WA"	"53077"	"2006"	"2006"	16	230617	Unreliable
	"Yakima County, WA"	"53077"	"2007"	"2007"	15	232733	Unreliable
	"Yakima County, WA"	"53077"	"2008"	"2008"	17	235272	Unreliable
	"Yakima County, WA"	"53077"	"2009"	"2009"	24	239604	10.0
	"Yakima County, WA"	"53077"	"2010"	"2010"	25	243231	10.3
	"Yakima County, WA"	"53077"	"2011"	"2011"	20	247141	8.1
	"Yakima County, WA"	"53077"	"2012"	"2012"	17	246977	Unreliable
	"Yakima County, WA"	"53077"	"2013"	"2013"	21	247044	8.5
	"Yakima County, WA"	"53077"	"2014"	"2014"	13	247687	Unreliable
	"Yakima County, WA"	"53077"	"2015"	"2015"	18	248830	Unreliable
	"Yakima County, WA"	"53077"	"2016"	"2016"	19	249636	Unreliable
	"Cabell County, WV"	"54011"	"2016"	"2016"	11	95987	Unreliable
	"Kanawha County, WV"	"54039"	"1999"	"1999"	16	201309	Unreliable
	"Kanawha County, WV"	"54039"	"2000"	"2000"	13	200073	Unreliable
	"Kanawha County, WV"	"54039"	"2002"	"2002"	10	196422	Unreliable
	"Kanawha County, WV"	"54039"	"2003"	"2003"	20	195960	10.2
	"Kanawha County, WV"	"54039"	"2004"	"2004"	15	195364	Unreliable
	"Kanawha County, WV"	"54039"	"2005"	"2005"	13	193878	Unreliable
	"Kanawha County, WV"	"54039"	"2006"	"2006"	17	192954	Unreliable
	"Kanawha County, WV"	"54039"	"2008"	"2008"	13	192414	Unreliable
	"Kanawha County, WV"	"54039"	"2009"	"2009"	11	193150	Unreliable
	"Kanawha County, WV"	"54039"	"2010"	"2010"	15	193063	Unreliable
	"Kanawha County, WV"	"54039"	"2011"	"2011"	10	192315	Unreliable
	"Kanawha County, WV"	"54039"	"2012"	"2012"	12	192179	Unreliable
	"Kanawha County, WV"	"54039"	"2014"	"2014"	21	190223	11.0
	"Kanawha County, WV"	"54039"	"2015"	"2015"	13	188332	Unreliable
	"Kanawha County, WV"	"54039"	"2016"	"2016"	17	186241	Unreliable
	"Raleigh County, WV"	"54081"	"1999"	"1999"	10	79614	Unreliable
	"Raleigh County, WV"	"54081"	"2014"	"2014"	12	78241	Unreliable
	"Dane County, WI"	"55025"	"2003"	"2003"	12	447515	Unreliable
	"Dane County, WI"	"55025"	"2008"	"2008"	10	477791	Unreliable
	"Dane County, WI"	"55025"	"2015"	"2015"	13	523643	Unreliable
	"Kenosha County, WI"	"55059"	"2015"	"2015"	10	168437	Unreliable
	"Milwaukee County, WI"	"55079"	"1999"	"1999"	129	940529	13.7
	"Milwaukee County, WI"	"55079"	"2000"	"2000"	123	940164	13.1
	"Milwaukee County, WI"	"55079"	"2001"	"2001"	135	939305	14.4
	"Milwaukee County, WI"	"55079"	"2002"	"2002"	120	939854	12.8
	"Milwaukee County, WI"	"55079"	"2003"	"2003"	115	939513	12.2
	"Milwaukee County, WI"	"55079"	"2004"	"2004"	89	936914	9.5
	"Milwaukee County, WI"	"55079"	"2005"	"2005"	146	932540	15.7
	"Milwaukee County, WI"	"55079"	"2006"	"2006"	113	930263	12.1
	"Milwaukee County, WI"	"55079"	"2007"	"2007"	119	931453	12.8
	"Milwaukee County, WI"	"55079"	"2008"	"2008"	80	934752	8.6
	"Milwaukee County, WI"	"55079"	"2009"	"2009"	82	942668	8.7
	"Milwaukee County, WI"	"55079"	"2010"	"2010"	102	947735	10.8
	"Milwaukee County, WI"	"55079"	"2011"	"2011"	94	952532	9.9
	"Milwaukee County, WI"	"55079"	"2012"	"2012"	111	955205	11.6
	"Milwaukee County, WI"	"55079"	"2013"	"2013"	113	956023	11.8
	"Milwaukee County, WI"	"55079"	"2014"	"2014"	94	956406	9.8
	"Milwaukee County, WI"	"55079"	"2015"	"2015"	147	957735	15.3
	"Milwaukee County, WI"	"55079"	"2016"	"2016"	163	951448	17.1
	"Racine County, WI"	"55101"	"2005"	"2005"	14	193251	Unreliable
	"Racine County, WI"	"55101"	"2008"	"2008"	12	194730	Unreliable
"---"
"Dataset: Underlying Cause of Death, 1999-2016"
"Query Parameters:"
"Title:"
"2013 Urbanization: All"
"Autopsy: All"
"Gender: All"
"Hispanic Origin: All"
"ICD-10 Codes: X85-Y09 (Assault)"
"Place of Death: All"
"Race: All"
"States: All"
"Ten-Year Age Groups: All"
"Weekday: All"
"Year/Month: All"
"Group By: County, Year"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Sep 25, 2018 2:55:39 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2016 on CDC WONDER Online Database, released December, 2017. Data are from the Multiple Cause of Death Files, 1999-2016, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Sep 25, 2018 2:55:39 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with zero Deaths are hidden. Use Quick Options above to show zero rows."
"3. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows."
"---"
Footnotes:
"1. Data are not available for this area for all of the requested years. See Caveats below for more information."
"2. Data discontinuity due to county line boundary changes in requested years. See Caveats below for more information."
"3. Deaths for Allen Parish, Louisiana are under reported in years 2006 through 2008. See Caveats below for more information."
"---"
Caveats:
"1. Note: County of residence is misidentified in 316 deaths that occurred in the year 2000, for Hartford County, CT (FIPS code"
"09003) and New London County, CT (FIPS code 09011). More information: http://wonder.cdc.gov/wonder/help/ucd.html#errata."
"2. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"3. Circumstances in Georgia for the years 2008 and 2009 have resulted in unusually high death counts for the ICD-10 cause of"
"death code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data."
"More information: http://wonder.cdc.gov/wonder/help/ucd.html#Georgia-Reporting-Anomalies."
"4. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death code"
"R99, ""Other ill-defined and unspecified causes of mortality"" and therefore unusually low death counts in other ICD-10 codes,"
"most notably R95, ""Sudden Infant Death Syndrome"" and X40-X49, ""Unintentional poisoning."" Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#New-Jersey-Reporting-Anomalies."
"5. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#California-Reporting-Anomalies."
"6. Data for Prince of Wales-Hyder Census Area, AK (FIPS code 02198), Hoonah-Angoon Census Area, AK (FIPS code 02105), Skagway"
"Municipality, AK (FIPS code 02230), Petersburg Borough/Census Area, AK (FIPS code 02195) and Wrangell City and Borough, AK (FIPS"
"code 02275) are only available for 2014 and later; for computational purposes, counts and population estimates for 2013 and"
"earlier are set to zero. Thus, counts and rates shown in multi-year requests for this entity do not include any data for years"
"before 2014, only data for 2014 and later. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Alaska2014."
"7. Data for Prince of Wales-Outer Ketchikan Census Area, AK (FIPS code 02201), Skagway-Hoonah-Angoon Census Area, AK (FIPS code"
"02232) and Wrangell-Petersburg Census Area, AK (FIPS code 02280) are only available for 2013 and earlier; for computational"
"purposes, counts and population estimates for 2014 and later are set to zero. Thus, counts and rates shown in multi-year"
"requests for this entity do not include any data for years after 2013, only data for 2013 and earlier. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Alaska2014."
"8. Data for Bedford city, Va. (FIPS code 51515) are only available for 2013 and earlier; for computational purposes, counts and"
"population estimates for 2014 and later are set to zero. Thus, counts and rates shown in multi-year requests for this entity do"
"not include any data for years after 2014, only data for 2013 and earlier. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Bedford."
"9. There is a discontinuity in the mortality and population data for Bedford County (FIPS code 51019) between years 2013 and"
"2014. The discontinuity occurs because Bedford City, Virginia (FIPS code 51515), formerly an independent city, merged with"
"Bedford County (FIPS code 51019) on July 1, 2013. Beginning in 2014, deaths and population counts for Bedford City, Virginia"
"(FIPS code 51515) are included in Bedford County (FIPS code 51019)."
"10. Data for Denali Borough, Alaska (FIPS code 02068) are only available for 2003 and later; for computational purposes, counts"
"and population estimates for 1999-2002 are set to zero. Thus, counts and rates shown in multi-year requests for this entity do"
"not include any data for years prior to 2003, only data for 2003 and later. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Denali Borough."
"11. There is a discontinuity in the mortality and population data for Yukon-Koyukuk Census Area (FIPS code 02290) between 2002"
"and 2003. The discontinuity occurs because part of Yukon-Koyukuk Census Area became Denali Borough, Alaska (FIPS code 02068) and"
"beginning in 2003, deaths and population counts for this former part of Yukon-Koyukuk are reported for Denali Borough and are no"
"longer included with data for Yukon-Koyukuk."
"12. Death rates for Clifton Forge city, Virginia (FIPS code 51560) are available only for 1999-2000. For 2001 and beyond, death"
"counts and population estimates for Clifton Forge city have been combined with those for Alleghany county, Virginia (FIPS code"
"51005). Death counts and population estimates for this entity from multi-year requests, only reflect data from 1999 and 2000;"
"for 2001 and beyond they have been set to zero. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Clifton Forge."
"13. There is a discontinuity in the mortality and population data for Alleghany, Virginia (FIPS code 51005) between 2000 and"
"2001. It occurs because for 2001 and beyond, death counts and population estimates for Clifton Forge city, Virginia (FIPS code"
"51560) have been combined with those for Alleghany county."
"14. Data for Broomfield, Colorado (FIPS code 08014) are only available for 2003 and later; for computational purposes, counts"
"and population estimates for 1999-2002 are set to zero. Thus, counts and rates shown in multi-year requests for this entity do"
"not include any data for years prior to 2003, only data for 2003 and later. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Broomfield."
"15. There is a discontinuity in the mortality and population data for Adams, Colorado (FIPS code 08001), Boulder, Colorado (FIPS"
"code 08013), Jefferson, Colorado (FIPS code 08059), and Weld, Colorado (FIPS code 080123) between 2002 and 2003. This"
"discontinuity occurs because territory in each of these four counties has been combined to form a new county, Broomfield,"
"Colorado (FIPS code 08014). Beginning in 2003, deaths and population counts for this territory are reported for Broomfield"
"county and are no longer included with data for Adams, Boulder, Jefferson, and Weld."
"16. Deaths for Allen Parish, Louisiana (FIPS code 22003] in years 2006 through 2008 are under reported due to problems with"
"registering the deaths with the Louisiana Vital Statistics Office."
"17. Deaths and population estimates are shown separately from the adjacent counties for Carson City, Nevada (FIPS code 32510)."
"18. Deaths and population estimates are reported separately for Baltimore City (FIPS code 24510) and Baltimore county (FIPS code"
"24005)."
"19. Deaths and population estimates are reported separately for St. Louis City (FIPS code 29510) and county (FIPS code 29189)."
"20. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Assurance of Confidentiality."
"21. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"22. The population figures for year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016"
"postcensal series released by NCHS on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for"
